"orderid","productid","unitprice","quantity","discount"
11063,34,"14.00000",30,"0.00000"
11063,40,"18.40000",40,"0.10000"
11063,41,"9.65000",30,"0.10000"
11064,17,"39.00000",77,"0.10000"
11064,41,"9.65000",12,"0.00000"
11064,53,"32.80000",25,"0.10000"
11064,55,"24.00000",4,"0.10000"
11064,68,"12.50000",55,"0.00000"
11065,30,"25.89000",4,"0.25000"
11065,54,"7.45000",20,"0.25000"
11066,16,"17.45000",3,"0.00000"
11066,19,"9.20000",42,"0.00000"
11066,34,"14.00000",35,"0.00000"
11067,41,"9.65000",9,"0.00000"
11068,28,"45.60000",8,"0.15000"
11068,43,"46.00000",36,"0.15000"
11068,77,"13.00000",28,"0.15000"
11069,39,"18.00000",20,"0.00000"
11070,1,"18.00000",40,"0.15000"
11070,2,"19.00000",20,"0.15000"
11070,16,"17.45000",30,"0.15000"
11070,31,"12.50000",20,"0.00000"
11071,7,"30.00000",15,"0.05000"
11071,13,"6.00000",10,"0.05000"
11072,2,"19.00000",8,"0.00000"
11072,41,"9.65000",40,"0.00000"
11072,50,"16.25000",22,"0.00000"
11072,64,"33.25000",130,"0.00000"
11073,11,"21.00000",10,"0.00000"
11073,24,"4.50000",20,"0.00000"
11074,16,"17.45000",14,"0.05000"
11075,2,"19.00000",10,"0.15000"
11075,46,"12.00000",30,"0.15000"
11075,76,"18.00000",2,"0.15000"
11076,6,"25.00000",20,"0.25000"
11076,14,"23.25000",20,"0.25000"
11076,19,"9.20000",10,"0.25000"
11077,2,"19.00000",24,"0.20000"
11077,3,"10.00000",4,"0.00000"
11077,4,"22.00000",1,"0.00000"
11077,6,"25.00000",1,"0.02000"
11077,7,"30.00000",1,"0.05000"
11077,8,"40.00000",2,"0.10000"
11077,10,"31.00000",1,"0.00000"
11077,12,"38.00000",2,"0.05000"
11077,13,"6.00000",4,"0.00000"
11077,14,"23.25000",1,"0.03000"
11077,16,"17.45000",2,"0.03000"
11077,20,"81.00000",1,"0.04000"
11077,23,"9.00000",2,"0.00000"
11077,32,"32.00000",1,"0.00000"
11077,39,"18.00000",2,"0.05000"
11077,41,"9.65000",3,"0.00000"
11077,46,"12.00000",3,"0.02000"
11077,52,"7.00000",2,"0.00000"
11077,55,"24.00000",2,"0.00000"
11077,60,"34.00000",2,"0.06000"
11077,64,"33.25000",2,"0.03000"
11077,66,"17.00000",1,"0.00000"
11077,73,"15.00000",2,"0.01000"
11077,75,"7.75000",4,"0.00000"
11077,77,"13.00000",2,"0.00000"
